generation,pi
1363,1.49996e-05
1364,1.49827e-05
1365,1.48623e-05
1366,1.47775e-05
1367,1.49414e-05
1368,1.51017e-05
1369,1.51023e-05
1370,1.50331e-05
1371,1.49618e-05
1372,1.48992e-05
1373,1.49633e-05
1374,1.49859e-05
1375,1.48658e-05
1376,1.47486e-05
1377,1.47078e-05
1378,1.46699e-05
1379,1.4608e-05
1380,1.46473e-05
1381,1.46391e-05
1382,1.46585e-05
1383,1.4624e-05
1384,1.47859e-05
1385,1.47731e-05
1386,1.47725e-05
1387,1.47573e-05
1388,1.47813e-05
1389,1.48354e-05
1390,1.50171e-05
1391,1.4986e-05
1392,1.49399e-05
1393,1.48594e-05
1394,1.491e-05
1395,1.49318e-05
1396,1.49479e-05
1397,1.49378e-05
1398,1.49134e-05
1399,1.49075e-05
1400,1.51698e-05
1401,1.52644e-05
1402,1.53792e-05
1403,1.53406e-05
1404,1.54149e-05
1405,1.55085e-05
1406,1.55654e-05
1407,1.56098e-05
1408,1.5543e-05
1409,1.54714e-05
1410,1.54987e-05
1411,1.55752e-05
1412,1.55186e-05
1413,1.56037e-05
1414,1.54825e-05
1415,1.54898e-05
1416,1.54532e-05
1417,1.55002e-05
1418,1.54941e-05
1419,1.55799e-05
1420,1.55413e-05
1421,1.54576e-05
1422,1.55533e-05
1423,1.56057e-05
1424,1.55265e-05
1425,1.55947e-05
1426,1.57232e-05
1427,1.56636e-05
1428,1.56943e-05
1429,1.56276e-05
1430,1.5584e-05
1431,1.55562e-05
1432,1.54907e-05
1433,1.54268e-05
1434,1.53368e-05
1435,1.5308e-05
1436,1.5331e-05
1437,1.52727e-05
1438,1.5292e-05
1439,1.53556e-05
1440,1.53035e-05
1441,1.52892e-05
1442,1.52872e-05
1443,1.52458e-05
1444,1.52761e-05
1445,1.52111e-05
1446,1.52418e-05
1447,1.53089e-05
1448,1.53572e-05
1449,1.54027e-05
1450,1.54866e-05
1451,1.54995e-05
1452,1.55097e-05
1453,1.55207e-05
1454,1.55618e-05
1455,1.53844e-05
1456,1.53806e-05
1457,1.54844e-05
1458,1.55144e-05
1459,1.55798e-05
1460,1.56474e-05
1461,1.56631e-05
1462,1.56219e-05
1463,1.56728e-05
1464,1.57005e-05
1465,1.56729e-05
1466,1.56209e-05
1467,1.57397e-05
1468,1.57205e-05
1469,1.56964e-05
1470,1.56181e-05
1471,1.55137e-05
1472,1.57121e-05
1473,1.57704e-05
1474,1.57295e-05
1475,1.5701e-05
1476,1.57219e-05
1477,1.56982e-05
1478,1.56581e-05
1479,1.58076e-05
1480,1.58589e-05
1481,1.56733e-05
1482,1.57373e-05
1483,1.5768e-05
1484,1.56442e-05
1485,1.5546e-05
1486,1.5677e-05
1487,1.56613e-05
1488,1.56517e-05
1489,1.57527e-05
1490,1.58025e-05
1491,1.57654e-05
1492,1.58589e-05
1493,1.60005e-05
1494,1.58845e-05
1495,1.57598e-05
1496,1.56501e-05
1497,1.56329e-05
1498,1.56481e-05
1499,1.56885e-05
1500,1.5663e-05
1501,1.57419e-05
1502,1.57412e-05
1503,1.57559e-05
1504,1.57538e-05
1505,1.58195e-05
1506,1.57245e-05
1507,1.56608e-05
1508,1.56606e-05
1509,1.56937e-05
1510,1.57207e-05
1511,1.57155e-05
1512,1.56795e-05
1513,1.56348e-05
1514,1.55953e-05
1515,1.56362e-05
1516,1.57671e-05
1517,1.57579e-05
1518,1.55679e-05
1519,1.55513e-05
1520,1.54793e-05
1521,1.55133e-05
1522,1.56553e-05
1523,1.56476e-05
1524,1.56485e-05
1525,1.58537e-05
1526,1.59293e-05
1527,1.59266e-05
1528,1.59539e-05
1529,1.60325e-05
1530,1.61067e-05
1531,1.61034e-05
1532,1.6168e-05
1533,1.61645e-05
1534,1.6129e-05
1535,1.62017e-05
1536,1.62543e-05
1537,1.63268e-05
1538,1.62885e-05
1539,1.6342e-05
1540,1.63859e-05
1541,1.63779e-05
1542,1.63782e-05
1543,1.64098e-05
1544,1.64798e-05
1545,1.64886e-05
1546,1.65099e-05
1547,1.6441e-05
1548,1.6473e-05
1549,1.64552e-05
1550,1.64798e-05
1551,1.64511e-05
1552,1.64399e-05
1553,1.6466e-05
1554,1.64357e-05
1555,1.6352e-05
1556,1.63924e-05
1557,1.63928e-05
1558,1.63983e-05
1559,1.63475e-05
1560,1.63374e-05
1561,1.6388e-05
1562,1.63399e-05
1563,1.64261e-05
1564,1.64656e-05
1565,1.65076e-05
1566,1.65687e-05
1567,1.66501e-05
1568,1.66246e-05
1569,1.66775e-05
1570,1.66823e-05
1571,1.6707e-05
1572,1.67007e-05
1573,1.68038e-05
1574,1.67564e-05
1575,1.67374e-05
1576,1.67146e-05
1577,1.66235e-05
1578,1.66705e-05
1579,1.6775e-05
1580,1.68367e-05
1581,1.67258e-05
1582,1.67555e-05
1583,1.68355e-05
1584,1.6803e-05
1585,1.67519e-05
1586,1.68102e-05
1587,1.68165e-05
1588,1.67583e-05
1589,1.6716e-05
1590,1.67206e-05
1591,1.67887e-05
1592,1.6867e-05
1593,1.68622e-05
1594,1.69007e-05
1595,1.69542e-05
1596,1.69667e-05
1597,1.69332e-05
1598,1.69783e-05
1599,1.70183e-05
1600,1.69158e-05
1601,1.69139e-05
1602,1.692e-05
1603,1.69373e-05
1604,1.69511e-05
1605,1.7075e-05
1606,1.71164e-05
1607,1.70539e-05
1608,1.70467e-05
1609,1.70913e-05
1610,1.71144e-05
1611,1.70959e-05
1612,1.70203e-05
1613,1.70184e-05
1614,1.71549e-05
1615,1.71982e-05
1616,1.71273e-05
1617,1.71235e-05
1618,1.71586e-05
1619,1.69954e-05
1620,1.68869e-05
1621,1.69334e-05
1622,1.68941e-05
1623,1.69194e-05
1624,1.70055e-05
1625,1.69969e-05
1626,1.69519e-05
1627,1.69551e-05
1628,1.69389e-05
1629,1.69204e-05
1630,1.68818e-05
1631,1.68928e-05
1632,1.68173e-05
1633,1.67579e-05
1634,1.68113e-05
1635,1.68179e-05
1636,1.68912e-05
1637,1.69284e-05
1638,1.697e-05
1639,1.69839e-05
1640,1.69418e-05
1641,1.70246e-05
1642,1.70392e-05
1643,1.70654e-05
1644,1.70887e-05
1645,1.71202e-05
1646,1.71883e-05
1647,1.72263e-05
1648,1.73087e-05
1649,1.72621e-05
1650,1.7257e-05
1651,1.72295e-05
1652,1.72209e-05
1653,1.72049e-05
1654,1.72813e-05
1655,1.71681e-05
1656,1.71195e-05
1657,1.71439e-05
1658,1.70012e-05
1659,1.69234e-05
1660,1.6985e-05
1661,1.69904e-05
1662,1.70491e-05
1663,1.70994e-05
1664,1.70994e-05
1665,1.71964e-05
1666,1.72211e-05
1667,1.72114e-05
1668,1.72431e-05
1669,1.71815e-05
1670,1.71819e-05
1671,1.71642e-05
1672,1.72003e-05
1673,1.72752e-05
1674,1.72625e-05
1675,1.73e-05
1676,1.73083e-05
1677,1.725e-05
1678,1.73072e-05
1679,1.73152e-05
1680,1.73297e-05
1681,1.73439e-05
1682,1.74014e-05
1683,1.73712e-05
1684,1.73563e-05
1685,1.74031e-05
1686,1.73411e-05
1687,1.72298e-05
1688,1.71537e-05
1689,1.70808e-05
1690,1.70715e-05
1691,1.70133e-05
1692,1.7005e-05
1693,1.70018e-05
1694,1.70729e-05
1695,1.70911e-05
1696,1.71833e-05
1697,1.72004e-05
1698,1.72545e-05
1699,1.71529e-05
1700,1.71592e-05
1701,1.71439e-05
1702,1.72435e-05
1703,1.73929e-05
1704,1.74326e-05
1705,1.74209e-05
1706,1.7343e-05
1707,1.73258e-05
1708,1.7234e-05
1709,1.72048e-05
1710,1.71784e-05
1711,1.72077e-05
1712,1.73012e-05
1713,1.74192e-05
1714,1.74108e-05
1715,1.72771e-05
1716,1.72559e-05
1717,1.73424e-05
1718,1.73956e-05
1719,1.74297e-05
1720,1.75339e-05
1721,1.75065e-05
1722,1.76142e-05
1723,1.76173e-05
1724,1.75919e-05
1725,1.75714e-05
1726,1.76078e-05
1727,1.75517e-05
1728,1.74996e-05
1729,1.7575e-05
1730,1.75087e-05
1731,1.75787e-05
1732,1.75185e-05
1733,1.75624e-05
1734,1.75103e-05
1735,1.75568e-05
1736,1.75612e-05
1737,1.74813e-05
1738,1.75253e-05
1739,1.7626e-05
1740,1.75857e-05
1741,1.76104e-05
1742,1.76503e-05
1743,1.75488e-05
1744,1.76036e-05
1745,1.76334e-05
1746,1.76214e-05
1747,1.76455e-05
1748,1.76611e-05
1749,1.76919e-05
1750,1.76148e-05
1751,1.76236e-05
1752,1.76117e-05
1753,1.75191e-05
1754,1.74858e-05
1755,1.75842e-05
1756,1.75828e-05
1757,1.74768e-05
1758,1.74482e-05
1759,1.7368e-05
1760,1.72852e-05
1761,1.73234e-05
1762,1.72822e-05
1763,1.73927e-05
1764,1.73209e-05
1765,1.73836e-05
1766,1.74365e-05
1767,1.75504e-05
1768,1.76331e-05
1769,1.76931e-05
1770,1.77078e-05
1771,1.76122e-05
1772,1.76543e-05
1773,1.76514e-05
1774,1.7635e-05
1775,1.76733e-05
1776,1.7675e-05
1777,1.76164e-05
1778,1.76295e-05
1779,1.75557e-05
1780,1.75944e-05
1781,1.75846e-05
1782,1.7636e-05
1783,1.76416e-05
1784,1.7709e-05
1785,1.76171e-05
1786,1.76478e-05
1787,1.7639e-05
1788,1.77062e-05
1789,1.7492e-05
1790,1.75552e-05
1791,1.76541e-05
1792,1.75975e-05
1793,1.76135e-05
1794,1.77179e-05
1795,1.77032e-05
1796,1.76295e-05
1797,1.77311e-05
1798,1.77808e-05
1799,1.79386e-05
1800,1.78526e-05
1801,1.78318e-05
1802,1.78261e-05
1803,1.7815e-05
1804,1.7896e-05
1805,1.79884e-05
1806,1.80538e-05
1807,1.80884e-05
1808,1.81649e-05
1809,1.81575e-05
1810,1.81159e-05
1811,1.81199e-05
1812,1.81538e-05
1813,1.82111e-05
1814,1.81842e-05
1815,1.80955e-05
1816,1.81677e-05
1817,1.82371e-05
1818,1.81178e-05
1819,1.81191e-05
1820,1.79956e-05
1821,1.79897e-05
1822,1.80557e-05
1823,1.80777e-05
1824,1.80432e-05
1825,1.79651e-05
1826,1.80351e-05
1827,1.80269e-05
1828,1.79847e-05
1829,1.80579e-05
1830,1.80168e-05
1831,1.79498e-05
1832,1.79669e-05
1833,1.79301e-05
1834,1.80332e-05
1835,1.79816e-05
1836,1.78955e-05
1837,1.78423e-05
1838,1.78962e-05
1839,1.78864e-05
1840,1.79281e-05
1841,1.79218e-05
1842,1.79389e-05
1843,1.80076e-05
1844,1.80279e-05
1845,1.8007e-05
1846,1.80498e-05
1847,1.80291e-05
1848,1.80212e-05
1849,1.80598e-05
1850,1.80197e-05
1851,1.80725e-05
1852,1.8072e-05
1853,1.80886e-05
1854,1.80511e-05
1855,1.78808e-05
1856,1.7899e-05
1857,1.79901e-05
1858,1.79412e-05
1859,1.79181e-05
1860,1.79142e-05
1861,1.79072e-05
1862,1.78211e-05
1863,1.78192e-05
1864,1.78223e-05
1865,1.78113e-05
1866,1.79444e-05
1867,1.79213e-05
1868,1.79374e-05
1869,1.79692e-05
1870,1.80347e-05
1871,1.80544e-05
1872,1.8191e-05
1873,1.8307e-05
1874,1.83769e-05
1875,1.8307e-05
1876,1.83075e-05
1877,1.83545e-05
1878,1.82915e-05
1879,1.8294e-05
1880,1.83527e-05
1881,1.82892e-05
1882,1.82337e-05
1883,1.80833e-05
1884,1.80232e-05
1885,1.79893e-05
1886,1.81058e-05
1887,1.79873e-05
1888,1.79952e-05
1889,1.80271e-05
1890,1.79723e-05
1891,1.78344e-05
1892,1.77683e-05
1893,1.78885e-05
1894,1.79492e-05
1895,1.80466e-05
1896,1.80224e-05
1897,1.79427e-05
1898,1.79901e-05
1899,1.8031e-05
1900,1.79055e-05
1901,1.79554e-05
1902,1.79607e-05
1903,1.80047e-05
1904,1.8067e-05
1905,1.79977e-05
1906,1.79287e-05
1907,1.7901e-05
1908,1.79576e-05
1909,1.80096e-05
1910,1.78212e-05
1911,1.77821e-05
1912,1.78369e-05
1913,1.78622e-05
1914,1.79918e-05
1915,1.79705e-05
1916,1.80279e-05
1917,1.8064e-05
1918,1.80384e-05
1919,1.81399e-05
1920,1.81482e-05
1921,1.81167e-05
1922,1.81879e-05
1923,1.82994e-05
1924,1.83815e-05
1925,1.83852e-05
1926,1.83194e-05
1927,1.84143e-05
1928,1.84482e-05
1929,1.85145e-05
1930,1.86649e-05
1931,1.86017e-05
1932,1.85585e-05
1933,1.85568e-05
1934,1.86533e-05
1935,1.86175e-05
1936,1.86362e-05
1937,1.86521e-05
1938,1.87349e-05
1939,1.87577e-05
1940,1.87149e-05
1941,1.8808e-05
1942,1.88416e-05
1943,1.88488e-05
1944,1.88076e-05
1945,1.89403e-05
1946,1.88742e-05
1947,1.89142e-05
1948,1.89185e-05
1949,1.8857e-05
1950,1.87523e-05
1951,1.88294e-05
1952,1.87721e-05
1953,1.87154e-05
1954,1.86479e-05
1955,1.87641e-05
1956,1.87306e-05
1957,1.8746e-05
1958,1.86958e-05
1959,1.8687e-05
1960,1.86519e-05
1961,1.86458e-05
1962,1.84732e-05
1963,1.84442e-05
1964,1.85064e-05
1965,1.84568e-05
1966,1.83157e-05
1967,1.83379e-05
1968,1.83757e-05
1969,1.84058e-05
1970,1.83206e-05
1971,1.83542e-05
1972,1.83336e-05
1973,1.8379e-05
1974,1.8271e-05
1975,1.81803e-05
1976,1.82375e-05
1977,1.80735e-05
1978,1.81314e-05
1979,1.81563e-05
1980,1.82291e-05
1981,1.82835e-05
1982,1.82556e-05
1983,1.83122e-05
1984,1.84051e-05
1985,1.84287e-05
1986,1.84767e-05
1987,1.85352e-05
1988,1.86072e-05
1989,1.86774e-05
1990,1.87358e-05
1991,1.87326e-05
1992,1.86667e-05
1993,1.87497e-05
1994,1.88132e-05
1995,1.88434e-05
1996,1.88742e-05
1997,1.89269e-05
1998,1.89205e-05
1999,1.89375e-05
2000,1.88418e-05
2001,1.89228e-05
2002,1.88603e-05
2003,1.88339e-05
2004,1.88773e-05
2005,1.87358e-05
2006,1.86671e-05
2007,1.86319e-05
2008,1.85596e-05
2009,1.86451e-05
2010,1.85558e-05
2011,1.86124e-05
2012,1.85947e-05
2013,1.86971e-05
2014,1.87378e-05
2015,1.87077e-05
2016,1.87559e-05
2017,1.87784e-05
2018,1.8678e-05
2019,1.8615e-05
2020,1.8521e-05
2021,1.85252e-05
2022,1.84494e-05
2023,1.84546e-05
2024,1.85689e-05
2025,1.84473e-05
2026,1.83926e-05
2027,1.84672e-05
2028,1.84482e-05
2029,1.84826e-05
2030,1.85777e-05
2031,1.8493e-05
2032,1.85457e-05
2033,1.86779e-05
2034,1.85915e-05
2035,1.858e-05
2036,1.85826e-05
2037,1.8604e-05
2038,1.86571e-05
2039,1.86404e-05
2040,1.86644e-05
2041,1.87235e-05
2042,1.8671e-05
2043,1.85353e-05
2044,1.8449e-05
2045,1.84711e-05
2046,1.85249e-05
2047,1.84854e-05
2048,1.85504e-05
2049,1.85088e-05
2050,1.84349e-05
2051,1.84221e-05
2052,1.82405e-05
2053,1.82342e-05
2054,1.81233e-05
2055,1.79109e-05
2056,1.8023e-05
2057,1.80021e-05
2058,1.80792e-05
2059,1.81576e-05
2060,1.81339e-05
2061,1.80615e-05
2062,1.80109e-05
2063,1.80477e-05
2064,1.81329e-05
2065,1.84017e-05
2066,1.83407e-05
2067,1.8402e-05
2068,1.83208e-05
2069,1.84338e-05
2070,1.83744e-05
2071,1.84796e-05
2072,1.84551e-05
2073,1.84843e-05
2074,1.84482e-05
2075,1.85598e-05
2076,1.85356e-05
2077,1.85507e-05
2078,1.84756e-05
2079,1.84827e-05
2080,1.85368e-05
2081,1.85167e-05
2082,1.84778e-05
2083,1.85389e-05
2084,1.85911e-05
2085,1.86765e-05
2086,1.8629e-05
2087,1.87455e-05
2088,1.88198e-05
2089,1.88594e-05
2090,1.88351e-05
2091,1.88093e-05
2092,1.87123e-05
2093,1.87739e-05
2094,1.8888e-05
2095,1.88619e-05
2096,1.8892e-05
2097,1.88667e-05
2098,1.88904e-05
2099,1.89541e-05
2100,1.90174e-05
2101,1.90529e-05
2102,1.9045e-05
2103,1.90549e-05
2104,1.91399e-05
2105,1.91251e-05
2106,1.91671e-05
2107,1.91543e-05
2108,1.91572e-05
2109,1.9203e-05
2110,1.9214e-05
2111,1.93369e-05
2112,1.92155e-05
2113,1.92067e-05
2114,1.91413e-05
2115,1.90469e-05
2116,1.9031e-05
2117,1.90894e-05
2118,1.90536e-05
2119,1.91134e-05
2120,1.91615e-05
2121,1.91922e-05
2122,1.91601e-05
2123,1.9252e-05
2124,1.91989e-05
2125,1.93266e-05
2126,1.92924e-05
2127,1.92983e-05
2128,1.93882e-05
2129,1.9364e-05
2130,1.92303e-05
2131,1.92355e-05
2132,1.92646e-05
2133,1.93785e-05
2134,1.9325e-05
2135,1.92557e-05
2136,1.92687e-05
2137,1.93081e-05
2138,1.9409e-05
2139,1.93635e-05
2140,1.92744e-05
2141,1.92789e-05
2142,1.92239e-05
2143,1.91809e-05
2144,1.9114e-05
2145,1.92065e-05
2146,1.92614e-05
2147,1.93089e-05
2148,1.92649e-05
2149,1.92564e-05
2150,1.92296e-05
2151,1.91603e-05
2152,1.90731e-05
2153,1.88922e-05
2154,1.87896e-05
2155,1.88674e-05
2156,1.89749e-05
2157,1.90219e-05
2158,1.89442e-05
2159,1.89961e-05
2160,1.89775e-05
2161,1.9085e-05
2162,1.89818e-05
2163,1.89545e-05
2164,1.90702e-05
2165,1.91529e-05
2166,1.91774e-05
2167,1.9121e-05
2168,1.92316e-05
2169,1.93773e-05
2170,1.90775e-05
2171,1.90002e-05
2172,1.89113e-05
2173,1.89583e-05
2174,1.90359e-05
2175,1.90956e-05
2176,1.89862e-05
2177,1.91511e-05
2178,1.89702e-05
2179,1.89931e-05
2180,1.9046e-05
2181,1.92203e-05
2182,1.91457e-05
2183,1.91527e-05
2184,1.91998e-05
2185,1.91588e-05
2186,1.922e-05
2187,1.93158e-05
2188,1.92959e-05
2189,1.93971e-05
2190,1.94959e-05
2191,1.94003e-05
2192,1.92987e-05
2193,1.92331e-05
2194,1.93187e-05
2195,1.94428e-05
2196,1.93965e-05
2197,1.92557e-05
2198,1.9248e-05
2199,1.92458e-05
2200,1.91873e-05
2201,1.91791e-05
2202,1.9118e-05
2203,1.89911e-05
2204,1.90565e-05
2205,1.90599e-05
2206,1.92423e-05
2207,1.91933e-05
2208,1.92447e-05
2209,1.92296e-05
2210,1.92089e-05
2211,1.91019e-05
2212,1.91062e-05
2213,1.91545e-05
2214,1.91429e-05
2215,1.9106e-05
2216,1.91819e-05
2217,1.91295e-05
2218,1.90708e-05
2219,1.90954e-05
2220,1.91768e-05
2221,1.92022e-05
2222,1.91941e-05
2223,1.92079e-05
2224,1.91314e-05
2225,1.90458e-05
2226,1.90451e-05
2227,1.91565e-05
2228,1.91144e-05
2229,1.90409e-05
2230,1.90121e-05
2231,1.91004e-05
2232,1.90604e-05
2233,1.91913e-05
2234,1.90808e-05
2235,1.91414e-05
2236,1.9206e-05
2237,1.93335e-05
2238,1.94355e-05
2239,1.95263e-05
2240,1.95047e-05
2241,1.95178e-05
2242,1.94746e-05
2243,1.94713e-05
2244,1.95128e-05
2245,1.93443e-05
2246,1.93107e-05
2247,1.93077e-05
2248,1.92994e-05
2249,1.92174e-05
2250,1.92316e-05
2251,1.9232e-05
2252,1.91475e-05
2253,1.92501e-05
2254,1.92147e-05
2255,1.90825e-05
2256,1.9103e-05
2257,1.92279e-05
2258,1.92624e-05
2259,1.93062e-05
2260,1.93642e-05
2261,1.93336e-05
2262,1.9342e-05
2263,1.94486e-05
2264,1.94881e-05
2265,1.94828e-05
2266,1.94658e-05
2267,1.93404e-05
2268,1.93673e-05
2269,1.94494e-05
2270,1.94373e-05
2271,1.95472e-05
2272,1.93933e-05
2273,1.93841e-05
2274,1.92869e-05
2275,1.92772e-05
2276,1.92086e-05
2277,1.91485e-05
2278,1.907e-05
2279,1.90826e-05
2280,1.9057e-05
2281,1.89847e-05
2282,1.89127e-05
2283,1.90132e-05
2284,1.90844e-05
2285,1.91124e-05
2286,1.91649e-05
2287,1.91897e-05
2288,1.93352e-05
2289,1.93011e-05
2290,1.92858e-05
2291,1.92194e-05
2292,1.91123e-05
2293,1.90629e-05
2294,1.91107e-05
2295,1.92176e-05
2296,1.91968e-05
2297,1.90831e-05
2298,1.91521e-05
2299,1.90489e-05
2300,1.91467e-05
2301,1.91557e-05
2302,1.91116e-05
2303,1.92025e-05
2304,1.93792e-05
2305,1.94134e-05
2306,1.93481e-05
2307,1.93044e-05
2308,1.93094e-05
2309,1.91827e-05
2310,1.91124e-05
2311,1.90756e-05
2312,1.91787e-05
2313,1.92977e-05
2314,1.91949e-05
2315,1.93767e-05
2316,1.9521e-05
2317,1.93473e-05
2318,1.92597e-05
2319,1.93166e-05
2320,1.93123e-05
2321,1.93703e-05
2322,1.93789e-05
2323,1.95027e-05
2324,1.95173e-05
2325,1.9573e-05
2326,1.94881e-05
2327,1.96019e-05
2328,1.95909e-05
2329,1.9523e-05
2330,1.96674e-05
2331,1.97335e-05
2332,1.97485e-05
2333,1.98589e-05
2334,1.98191e-05
2335,1.98652e-05
2336,1.98144e-05
2337,1.97752e-05
2338,1.97445e-05
2339,1.99448e-05
2340,1.9922e-05
2341,1.98834e-05
2342,1.98787e-05
2343,1.98409e-05
2344,1.9842e-05
2345,1.98711e-05
2346,1.98451e-05
2347,1.98107e-05
2348,1.97932e-05
2349,1.98428e-05
2350,1.9848e-05
2351,1.97895e-05
2352,1.9739e-05
2353,1.9674e-05
2354,1.96796e-05
2355,1.96746e-05
2356,1.95277e-05
2357,1.96071e-05
2358,1.97554e-05
2359,1.98167e-05
2360,1.98508e-05
2361,1.97946e-05
2362,1.97909e-05
2363,1.96196e-05
2364,1.97256e-05
2365,1.98083e-05
2366,1.97654e-05
2367,1.9752e-05
2368,1.97685e-05
2369,1.97153e-05
2370,1.98054e-05
2371,1.98207e-05
2372,1.97229e-05
2373,1.98269e-05
2374,1.98337e-05
2375,1.98985e-05
2376,1.98246e-05
2377,1.98639e-05
2378,1.98584e-05
2379,2.00018e-05
2380,1.99491e-05
2381,2.00695e-05
2382,2.0004e-05
2383,2.01479e-05
2384,2.02237e-05
2385,2.01965e-05
2386,2.01207e-05
2387,2.01319e-05
2388,2.0153e-05
2389,2.02511e-05
2390,2.01761e-05
2391,2.01662e-05
2392,2.00986e-05
2393,2.0247e-05
2394,2.0319e-05
2395,2.02497e-05
2396,2.01303e-05
2397,2.01653e-05
2398,2.02502e-05
2399,2.0181e-05
2400,2.01326e-05
2401,2.0091e-05
2402,2.00683e-05
2403,2.0102e-05
2404,2.00125e-05
2405,2.00343e-05
2406,2.00235e-05
2407,1.99273e-05
2408,1.99676e-05
2409,1.99956e-05
2410,2.00496e-05
2411,2.00641e-05
2412,2.0059e-05
2413,2.00718e-05
2414,2.00769e-05
2415,2.01138e-05
2416,2.0056e-05
2417,2.00163e-05
2418,1.9952e-05
2419,1.99918e-05
2420,1.99469e-05
2421,1.99712e-05
2422,2.00078e-05
2423,2.00525e-05
2424,1.99671e-05
2425,1.992e-05
2426,2.00203e-05
2427,1.99814e-05
2428,2.00056e-05
2429,2.01547e-05
2430,2.02959e-05
2431,2.02738e-05
2432,2.03555e-05
2433,2.0402e-05
2434,2.03716e-05
2435,2.04358e-05
2436,2.04621e-05
2437,2.0456e-05
2438,2.04536e-05
2439,2.05086e-05
2440,2.04571e-05
2441,2.04991e-05
2442,2.04386e-05
2443,2.04032e-05
2444,2.05638e-05
2445,2.03976e-05
2446,2.03681e-05
2447,2.02229e-05
2448,2.01442e-05
2449,2.00756e-05
2450,1.99918e-05
2451,1.99472e-05
2452,1.99518e-05
2453,2.00922e-05
2454,1.99607e-05
2455,1.99635e-05
2456,1.99741e-05
2457,1.97936e-05
2458,1.97679e-05
2459,1.97589e-05
2460,1.98492e-05
2461,1.97722e-05
2462,1.97655e-05
2463,1.99329e-05
2464,1.99425e-05
2465,2.00115e-05
2466,2.00775e-05
2467,2.00327e-05
2468,2.00526e-05
2469,2.00329e-05
2470,2.01998e-05
2471,2.02861e-05
2472,2.03343e-05
2473,2.03206e-05
2474,2.03268e-05
2475,2.03049e-05
2476,2.03161e-05
2477,2.02142e-05
2478,2.0364e-05
2479,2.03354e-05
2480,2.03976e-05
2481,2.05281e-05
2482,2.04795e-05
2483,2.05054e-05
2484,2.05159e-05
2485,2.04128e-05
2486,2.04953e-05
2487,2.04248e-05
2488,2.05128e-05
2489,2.04199e-05
2490,2.04677e-05
2491,2.06025e-05
2492,2.0685e-05
2493,2.06539e-05
2494,2.06661e-05
2495,2.07131e-05
2496,2.07884e-05
2497,2.06873e-05
2498,2.0781e-05
2499,2.08742e-05
2500,2.07754e-05
2501,2.08706e-05
2502,2.09154e-05
2503,2.08464e-05
2504,2.09577e-05
2505,2.08862e-05
2506,2.0781e-05
2507,2.06925e-05
2508,2.07773e-05
2509,2.08134e-05
2510,2.07747e-05
2511,2.08112e-05
2512,2.0889e-05
2513,2.08693e-05
2514,2.08608e-05
2515,2.08325e-05
2516,2.06947e-05
2517,2.0619e-05
2518,2.06344e-05
2519,2.06048e-05
2520,2.06359e-05
2521,2.06724e-05
2522,2.07919e-05
2523,2.0782e-05
2524,2.0832e-05
2525,2.08004e-05
2526,2.093e-05
2527,2.10448e-05
2528,2.1141e-05
2529,2.11516e-05
2530,2.11866e-05
2531,2.12901e-05
2532,2.12996e-05
2533,2.13677e-05
2534,2.14192e-05
2535,2.14825e-05
2536,2.1382e-05
2537,2.13274e-05
2538,2.13606e-05
2539,2.12825e-05
2540,2.13804e-05
2541,2.12501e-05
2542,2.13752e-05
2543,2.13536e-05
2544,2.14382e-05
2545,2.13867e-05
2546,2.12132e-05
2547,2.12014e-05
2548,2.12373e-05
2549,2.12191e-05
2550,2.12106e-05
2551,2.12889e-05
2552,2.1319e-05
2553,2.1142e-05
2554,2.12266e-05
2555,2.11093e-05
2556,2.10799e-05
2557,2.10721e-05
2558,2.09767e-05
2559,2.06295e-05
2560,2.06649e-05
2561,2.06454e-05
2562,2.06996e-05
2563,2.0757e-05
2564,2.06906e-05
2565,2.07238e-05
2566,2.06064e-05
2567,2.05417e-05
2568,2.04686e-05
2569,2.05392e-05
2570,2.07447e-05
2571,2.07551e-05
2572,2.07219e-05
2573,2.08336e-05
2574,2.07344e-05
2575,2.07466e-05
2576,2.06817e-05
2577,2.05101e-05
2578,2.04129e-05
2579,2.02427e-05
2580,2.00642e-05
2581,2.00751e-05
2582,2.01061e-05
2583,2.00332e-05
2584,2.01118e-05
2585,2.03236e-05
2586,2.04456e-05
2587,2.03412e-05
2588,2.0406e-05
2589,2.04288e-05
2590,2.04691e-05
2591,2.04823e-05
2592,2.02966e-05
2593,2.0328e-05
2594,2.01197e-05
2595,2.00411e-05
2596,2.00372e-05
2597,2.01103e-05
2598,2.01312e-05
2599,2.0149e-05
2600,2.01872e-05
2601,2.0182e-05
2602,2.00246e-05
2603,2.00468e-05
2604,2.00927e-05
2605,2.01696e-05
2606,2.01695e-05
2607,2.02766e-05
2608,2.02531e-05
2609,2.01432e-05
2610,2.02472e-05
2611,2.0277e-05
2612,2.05767e-05
2613,2.03876e-05
2614,2.02872e-05
2615,2.02183e-05
2616,2.03294e-05
2617,2.02237e-05
2618,2.02545e-05
2619,2.01548e-05
2620,2.03196e-05
2621,2.03615e-05
2622,2.02702e-05
2623,2.03167e-05
2624,2.0331e-05
2625,2.02973e-05
2626,2.01459e-05
2627,2.00441e-05
2628,2.00218e-05
2629,1.99744e-05
2630,1.98847e-05
2631,1.99588e-05
2632,1.98661e-05
2633,1.97344e-05
2634,1.96249e-05
2635,1.96313e-05
