generation,pi
2636,1.94684e-05
2637,1.94842e-05
2638,1.94011e-05
2639,1.96115e-05
2640,1.97338e-05
2641,1.96017e-05
2642,1.95406e-05
2643,1.95468e-05
2644,1.9531e-05
2645,1.9429e-05
2646,1.92511e-05
2647,1.90805e-05
2648,1.88689e-05
2649,1.89998e-05
2650,1.89523e-05
2651,1.90219e-05
2652,1.8896e-05
2653,1.88839e-05
2654,1.88319e-05
2655,1.87955e-05
2656,1.8696e-05
2657,1.86774e-05
2658,1.87023e-05
2659,1.86639e-05
2660,1.86965e-05
2661,1.8689e-05
2662,1.86622e-05
2663,1.8677e-05
2664,1.85368e-05
2665,1.83682e-05
2666,1.83935e-05
2667,1.82301e-05
2668,1.81066e-05
2669,1.82615e-05
2670,1.8285e-05
2671,1.83176e-05
2672,1.84595e-05
2673,1.85564e-05
2674,1.83149e-05
2675,1.84549e-05
2676,1.85831e-05
2677,1.84047e-05
2678,1.82973e-05
2679,1.8015e-05
2680,1.81384e-05
2681,1.81117e-05
2682,1.80062e-05
2683,1.79673e-05
2684,1.79649e-05
2685,1.78777e-05
2686,1.78563e-05
2687,1.78868e-05
2688,1.79552e-05
2689,1.77706e-05
2690,1.77616e-05
2691,1.77069e-05
2692,1.76504e-05
2693,1.75076e-05
2694,1.76103e-05
2695,1.76989e-05
2696,1.7604e-05
2697,1.77071e-05
2698,1.76362e-05
2699,1.76462e-05
2700,1.75626e-05
2701,1.75235e-05
2702,1.74561e-05
2703,1.75014e-05
2704,1.74114e-05
2705,1.75763e-05
2706,1.75802e-05
2707,1.74814e-05
2708,1.7512e-05
2709,1.75066e-05
2710,1.74335e-05
2711,1.73354e-05
2712,1.72339e-05
2713,1.7318e-05
2714,1.72197e-05
2715,1.73087e-05
2716,1.72454e-05
2717,1.72043e-05
2718,1.72577e-05
2719,1.73604e-05
2720,1.71822e-05
2721,1.72138e-05
2722,1.7141e-05
2723,1.72028e-05
2724,1.7266e-05
2725,1.73701e-05
2726,1.73352e-05
2727,1.73857e-05
2728,1.73338e-05
2729,1.74049e-05
2730,1.731e-05
2731,1.73945e-05
2732,1.73108e-05
2733,1.73633e-05
2734,1.71981e-05
2735,1.71013e-05
2736,1.70184e-05
2737,1.68672e-05
2738,1.66736e-05
2739,1.6727e-05
2740,1.66936e-05
2741,1.66951e-05
2742,1.68281e-05
2743,1.69119e-05
2744,1.68263e-05
2745,1.68919e-05
2746,1.71177e-05
2747,1.71259e-05
2748,1.71196e-05
2749,1.70855e-05
2750,1.70998e-05
2751,1.72337e-05
2752,1.72115e-05
2753,1.70562e-05
2754,1.69468e-05
2755,1.69193e-05
2756,1.69437e-05
2757,1.68913e-05
2758,1.6776e-05
2759,1.69063e-05
2760,1.69041e-05
2761,1.68943e-05
2762,1.68402e-05
2763,1.67896e-05
2764,1.68289e-05
2765,1.68325e-05
2766,1.6957e-05
2767,1.706e-05
2768,1.7074e-05
2769,1.70796e-05
2770,1.71682e-05
2771,1.70791e-05
2772,1.71692e-05
2773,1.71589e-05
2774,1.72088e-05
2775,1.70594e-05
2776,1.69826e-05
2777,1.70009e-05
2778,1.6945e-05
2779,1.69552e-05
2780,1.68699e-05
2781,1.67603e-05
2782,1.66785e-05
2783,1.67565e-05
2784,1.68166e-05
2785,1.67225e-05
2786,1.66307e-05
2787,1.67045e-05
2788,1.6711e-05
2789,1.64529e-05
2790,1.65321e-05
2791,1.64933e-05
2792,1.64878e-05
2793,1.65302e-05
2794,1.64026e-05
2795,1.62839e-05
2796,1.6487e-05
2797,1.65241e-05
2798,1.65013e-05
2799,1.62384e-05
2800,1.61836e-05
2801,1.62499e-05
2802,1.61834e-05
2803,1.62374e-05
2804,1.64681e-05
2805,1.64031e-05
2806,1.64016e-05
2807,1.6452e-05
2808,1.63097e-05
2809,1.6263e-05
2810,1.6178e-05
2811,1.61893e-05
2812,1.63094e-05
2813,1.62775e-05
2814,1.63535e-05
2815,1.63777e-05
2816,1.64378e-05
2817,1.64725e-05
2818,1.65453e-05
2819,1.65757e-05
2820,1.66026e-05
2821,1.65773e-05
2822,1.66058e-05
2823,1.65826e-05
2824,1.66608e-05
2825,1.66646e-05
2826,1.67673e-05
2827,1.67075e-05
2828,1.67668e-05
2829,1.67535e-05
2830,1.66129e-05
2831,1.6667e-05
2832,1.66719e-05
2833,1.66301e-05
2834,1.6642e-05
2835,1.67123e-05
2836,1.66631e-05
2837,1.64395e-05
2838,1.63682e-05
2839,1.64717e-05
2840,1.65153e-05
2841,1.64817e-05
2842,1.64476e-05
2843,1.64663e-05
2844,1.65384e-05
2845,1.65311e-05
2846,1.64583e-05
2847,1.66215e-05
2848,1.66183e-05
2849,1.66301e-05
2850,1.65416e-05
2851,1.64428e-05
2852,1.6364e-05
2853,1.62807e-05
2854,1.61844e-05
2855,1.62067e-05
2856,1.62152e-05
2857,1.61406e-05
2858,1.62045e-05
2859,1.62208e-05
2860,1.63086e-05
2861,1.62661e-05
2862,1.62026e-05
2863,1.6325e-05
2864,1.62433e-05
2865,1.63564e-05
2866,1.63037e-05
2867,1.64895e-05
2868,1.64019e-05
2869,1.64519e-05
2870,1.64387e-05
2871,1.64306e-05
2872,1.64484e-05
2873,1.64782e-05
2874,1.64277e-05
2875,1.65299e-05
2876,1.63694e-05
2877,1.63636e-05
2878,1.64998e-05
2879,1.65007e-05
2880,1.63819e-05
2881,1.62176e-05
2882,1.62617e-05
2883,1.62256e-05
2884,1.62672e-05
2885,1.61469e-05
2886,1.62538e-05
2887,1.62155e-05
2888,1.623e-05
2889,1.63809e-05
2890,1.63346e-05
2891,1.61855e-05
2892,1.62711e-05
2893,1.62295e-05
2894,1.62273e-05
2895,1.61833e-05
2896,1.60768e-05
2897,1.6032e-05
2898,1.58597e-05
2899,1.58302e-05
2900,1.59237e-05
2901,1.59511e-05
2902,1.61394e-05
2903,1.6028e-05
2904,1.617e-05
2905,1.61655e-05
2906,1.61423e-05
2907,1.61804e-05
2908,1.61084e-05
2909,1.59316e-05
2910,1.60364e-05
2911,1.59373e-05
2912,1.58602e-05
2913,1.59988e-05
2914,1.60819e-05
2915,1.61099e-05
2916,1.6214e-05
2917,1.63078e-05
2918,1.63631e-05
2919,1.65511e-05
2920,1.64243e-05
2921,1.65689e-05
2922,1.65413e-05
2923,1.64988e-05
2924,1.65396e-05
2925,1.63712e-05
2926,1.65303e-05
2927,1.66308e-05
2928,1.65113e-05
2929,1.67444e-05
2930,1.68978e-05
2931,1.69401e-05
2932,1.67579e-05
2933,1.67067e-05
2934,1.67318e-05
2935,1.66737e-05
2936,1.66283e-05
2937,1.66505e-05
2938,1.66656e-05
2939,1.66919e-05
2940,1.67159e-05
2941,1.67059e-05
2942,1.66325e-05
2943,1.66497e-05
2944,1.66223e-05
2945,1.65976e-05
2946,1.66866e-05
2947,1.67861e-05
2948,1.67658e-05
2949,1.67681e-05
2950,1.67984e-05
2951,1.69323e-05
2952,1.69557e-05
2953,1.68e-05
2954,1.68345e-05
2955,1.68553e-05
2956,1.69449e-05
2957,1.69816e-05
2958,1.7046e-05
2959,1.68785e-05
2960,1.67178e-05
2961,1.66596e-05
2962,1.67263e-05
2963,1.67842e-05
2964,1.67578e-05
2965,1.669e-05
2966,1.67149e-05
2967,1.68418e-05
2968,1.6888e-05
2969,1.68196e-05
2970,1.66975e-05
2971,1.67572e-05
2972,1.67832e-05
2973,1.69046e-05
2974,1.68348e-05
2975,1.69574e-05
2976,1.69253e-05
2977,1.69362e-05
2978,1.68583e-05
2979,1.69649e-05
2980,1.69171e-05
2981,1.68038e-05
2982,1.69848e-05
2983,1.70517e-05
2984,1.70941e-05
2985,1.69014e-05
2986,1.69715e-05
2987,1.69578e-05
2988,1.71063e-05
2989,1.70443e-05
2990,1.70973e-05
2991,1.71225e-05
2992,1.71221e-05
2993,1.72431e-05
2994,1.71532e-05
2995,1.72284e-05
2996,1.70695e-05
2997,1.70667e-05
2998,1.70748e-05
2999,1.70384e-05
3000,1.70584e-05
3001,1.71119e-05
3002,1.70883e-05
3003,1.71233e-05
3004,1.71994e-05
3005,1.71671e-05
3006,1.71405e-05
3007,1.71187e-05
3008,1.71052e-05
3009,1.71907e-05
3010,1.72662e-05
3011,1.73122e-05
3012,1.73167e-05
3013,1.73024e-05
3014,1.73785e-05
3015,1.73345e-05
3016,1.73277e-05
3017,1.74042e-05
3018,1.756e-05
3019,1.74527e-05
3020,1.74852e-05
3021,1.74526e-05
3022,1.74585e-05
3023,1.73692e-05
3024,1.73232e-05
3025,1.72177e-05
3026,1.71893e-05
3027,1.70671e-05
3028,1.72509e-05
3029,1.7246e-05
3030,1.73111e-05
3031,1.72402e-05
3032,1.71885e-05
3033,1.71983e-05
3034,1.71114e-05
3035,1.70223e-05
3036,1.68872e-05
3037,1.69715e-05
3038,1.68274e-05
3039,1.6797e-05
3040,1.68222e-05
3041,1.68095e-05
3042,1.67546e-05
3043,1.66914e-05
3044,1.66319e-05
3045,1.67204e-05
3046,1.6716e-05
3047,1.67051e-05
3048,1.67525e-05
3049,1.67878e-05
3050,1.66701e-05
3051,1.67007e-05
3052,1.67442e-05
3053,1.6848e-05
3054,1.68924e-05
3055,1.68528e-05
3056,1.67553e-05
3057,1.68491e-05
3058,1.68984e-05
3059,1.69797e-05
3060,1.69999e-05
3061,1.70872e-05
3062,1.70953e-05
3063,1.7089e-05
3064,1.70182e-05
3065,1.6972e-05
3066,1.7019e-05
3067,1.69406e-05
3068,1.70524e-05
3069,1.70119e-05
3070,1.69671e-05
3071,1.69762e-05
3072,1.70043e-05
3073,1.69544e-05
3074,1.70109e-05
3075,1.7078e-05
3076,1.70459e-05
3077,1.71589e-05
3078,1.71332e-05
3079,1.71449e-05
3080,1.7204e-05
3081,1.71598e-05
3082,1.71573e-05
3083,1.70714e-05
3084,1.70365e-05
3085,1.70854e-05
3086,1.71564e-05
3087,1.71717e-05
3088,1.72088e-05
3089,1.71828e-05
3090,1.70429e-05
3091,1.70843e-05
3092,1.72346e-05
3093,1.7242e-05
3094,1.72469e-05
3095,1.7228e-05
3096,1.72178e-05
3097,1.7308e-05
3098,1.74835e-05
3099,1.75645e-05
3100,1.76277e-05
3101,1.76312e-05
3102,1.76985e-05
3103,1.77503e-05
3104,1.77918e-05
3105,1.79004e-05
3106,1.79634e-05
3107,1.79981e-05
3108,1.80301e-05
3109,1.80303e-05
3110,1.80186e-05
3111,1.81062e-05
3112,1.81338e-05
3113,1.80963e-05
3114,1.80657e-05
3115,1.8066e-05
3116,1.80614e-05
3117,1.81501e-05
3118,1.80208e-05
3119,1.80712e-05
3120,1.80785e-05
3121,1.81239e-05
3122,1.8171e-05
3123,1.82098e-05
3124,1.82257e-05
3125,1.83028e-05
3126,1.83939e-05
3127,1.83821e-05
3128,1.847e-05
3129,1.85144e-05
3130,1.84851e-05
3131,1.85914e-05
3132,1.84981e-05
3133,1.83863e-05
3134,1.83964e-05
3135,1.83381e-05
3136,1.83882e-05
3137,1.84922e-05
3138,1.86145e-05
3139,1.85813e-05
3140,1.84273e-05
3141,1.84056e-05
3142,1.84997e-05
3143,1.85377e-05
3144,1.85677e-05
3145,1.84048e-05
3146,1.8404e-05
3147,1.84121e-05
3148,1.84331e-05
3149,1.83369e-05
3150,1.82722e-05
3151,1.83079e-05
3152,1.82241e-05
3153,1.8271e-05
3154,1.8353e-05
3155,1.83264e-05
3156,1.82374e-05
3157,1.8183e-05
3158,1.82065e-05
3159,1.82687e-05
3160,1.81555e-05
3161,1.82276e-05
3162,1.81031e-05
3163,1.81228e-05
3164,1.82743e-05
3165,1.82807e-05
3166,1.84288e-05
3167,1.84853e-05
3168,1.85997e-05
3169,1.86094e-05
3170,1.85938e-05
3171,1.85905e-05
3172,1.86947e-05
3173,1.88172e-05
3174,1.88723e-05
3175,1.89084e-05
3176,1.89029e-05
3177,1.88692e-05
3178,1.89286e-05
3179,1.88878e-05
3180,1.89151e-05
3181,1.88538e-05
3182,1.88909e-05
3183,1.89134e-05
3184,1.88125e-05
3185,1.87787e-05
3186,1.87243e-05
3187,1.87387e-05
3188,1.87412e-05
3189,1.86985e-05
3190,1.85916e-05
3191,1.86382e-05
3192,1.87397e-05
3193,1.8863e-05
3194,1.88918e-05
3195,1.88865e-05
3196,1.89463e-05
3197,1.88525e-05
3198,1.88323e-05
3199,1.88806e-05
3200,1.87471e-05
3201,1.86939e-05
3202,1.87659e-05
3203,1.87621e-05
3204,1.87005e-05
3205,1.86503e-05
3206,1.87306e-05
3207,1.8762e-05
3208,1.8766e-05
3209,1.87357e-05
3210,1.87384e-05
3211,1.86526e-05
3212,1.86538e-05
3213,1.87249e-05
3214,1.8647e-05
3215,1.87331e-05
3216,1.86848e-05
3217,1.86545e-05
3218,1.8665e-05
3219,1.87265e-05
3220,1.87877e-05
3221,1.88096e-05
3222,1.87258e-05
3223,1.87142e-05
3224,1.8764e-05
3225,1.88548e-05
3226,1.88978e-05
3227,1.89018e-05
3228,1.89066e-05
3229,1.8971e-05
3230,1.90009e-05
3231,1.91993e-05
3232,1.92675e-05
3233,1.92682e-05
3234,1.92616e-05
3235,1.94254e-05
3236,1.94231e-05
3237,1.93098e-05
3238,1.9351e-05
3239,1.93414e-05
3240,1.93578e-05
3241,1.93884e-05
3242,1.94504e-05
3243,1.93036e-05
3244,1.93016e-05
3245,1.92694e-05
3246,1.92931e-05
3247,1.93891e-05
3248,1.95411e-05
3249,1.95571e-05
3250,1.95496e-05
3251,1.95931e-05
3252,1.95178e-05
3253,1.94725e-05
3254,1.94465e-05
3255,1.94872e-05
3256,1.94903e-05
3257,1.94669e-05
3258,1.95447e-05
3259,1.95016e-05
3260,1.94737e-05
3261,1.93641e-05
3262,1.94612e-05
3263,1.92971e-05
3264,1.9338e-05
3265,1.94147e-05
3266,1.94551e-05
3267,1.94646e-05
3268,1.95109e-05
3269,1.94768e-05
3270,1.94666e-05
3271,1.95542e-05
3272,1.9541e-05
3273,1.95952e-05
3274,1.94864e-05
3275,1.9512e-05
3276,1.95314e-05
3277,1.9492e-05
3278,1.93754e-05
3279,1.94499e-05
3280,1.9508e-05
3281,1.95082e-05
3282,1.95053e-05
3283,1.94825e-05
3284,1.94267e-05
3285,1.94522e-05
3286,1.92978e-05
3287,1.92829e-05
3288,1.92474e-05
3289,1.92955e-05
3290,1.91594e-05
3291,1.92892e-05
3292,1.93655e-05
3293,1.91443e-05
3294,1.92409e-05
3295,1.90291e-05
3296,1.90812e-05
3297,1.91369e-05
3298,1.91697e-05
3299,1.93074e-05
3300,1.92125e-05
3301,1.92064e-05
3302,1.90783e-05
3303,1.90786e-05
3304,1.89808e-05
3305,1.89538e-05
3306,1.89587e-05
3307,1.88855e-05
3308,1.89079e-05
3309,1.88471e-05
3310,1.89426e-05
3311,1.90208e-05
3312,1.91379e-05
3313,1.92755e-05
3314,1.93146e-05
3315,1.93446e-05
3316,1.94111e-05
3317,1.93906e-05
3318,1.93259e-05
3319,1.93508e-05
3320,1.95261e-05
3321,1.95518e-05
3322,1.95404e-05
3323,1.94306e-05
3324,1.93275e-05
3325,1.93102e-05
3326,1.92515e-05
3327,1.92751e-05
3328,1.91656e-05
3329,1.9118e-05
3330,1.89803e-05
3331,1.90051e-05
3332,1.90803e-05
3333,1.89935e-05
3334,1.90692e-05
3335,1.91571e-05
3336,1.92327e-05
3337,1.92772e-05
3338,1.91999e-05
3339,1.93622e-05
3340,1.94359e-05
3341,1.94299e-05
3342,1.9408e-05
3343,1.94284e-05
3344,1.95159e-05
3345,1.94226e-05
3346,1.95024e-05
3347,1.94918e-05
3348,1.94839e-05
3349,1.95638e-05
3350,1.9577e-05
3351,1.96674e-05
3352,1.96783e-05
3353,1.96807e-05
3354,1.96915e-05
3355,1.97185e-05
3356,1.97045e-05
3357,1.97057e-05
3358,1.95433e-05
3359,1.95258e-05
3360,1.94928e-05
3361,1.94885e-05
3362,1.96105e-05
3363,1.96715e-05
3364,1.97342e-05
3365,1.97288e-05
3366,1.98433e-05
3367,1.9742e-05
3368,1.96713e-05
3369,1.96727e-05
3370,1.96177e-05
3371,1.98405e-05
3372,1.98681e-05
3373,1.98578e-05
3374,1.98891e-05
3375,1.9993e-05
3376,1.99323e-05
3377,2.00143e-05
3378,2.01483e-05
3379,2.00647e-05
3380,1.99759e-05
3381,1.9795e-05
3382,1.98509e-05
3383,1.99248e-05
3384,1.98883e-05
3385,1.98886e-05
3386,1.98929e-05
3387,1.9844e-05
3388,1.98838e-05
3389,1.98779e-05
3390,1.97612e-05
3391,1.98804e-05
3392,1.98762e-05
3393,1.97683e-05
3394,1.97597e-05
3395,1.98437e-05
3396,1.9712e-05
3397,1.96437e-05
3398,1.96033e-05
3399,1.96696e-05
3400,1.96175e-05
3401,1.97166e-05
3402,1.94788e-05
3403,1.93736e-05
3404,1.95083e-05
3405,1.94947e-05
3406,1.95093e-05
3407,1.95473e-05
3408,1.96156e-05
3409,1.9683e-05
3410,1.96155e-05
3411,1.95955e-05
3412,1.96089e-05
3413,1.96839e-05
3414,1.95779e-05
3415,1.94602e-05
3416,1.94351e-05
3417,1.93327e-05
3418,1.92161e-05
3419,1.91909e-05
3420,1.92012e-05
3421,1.90659e-05
3422,1.91733e-05
3423,1.91342e-05
3424,1.89101e-05
3425,1.87792e-05
3426,1.86655e-05
3427,1.87896e-05
3428,1.87195e-05
3429,1.87015e-05
3430,1.87463e-05
3431,1.88999e-05
3432,1.88543e-05
3433,1.88376e-05
3434,1.88772e-05
3435,1.89098e-05
3436,1.87147e-05
3437,1.8723e-05
3438,1.88104e-05
3439,1.8827e-05
3440,1.85927e-05
3441,1.85412e-05
3442,1.83962e-05
3443,1.84096e-05
3444,1.85119e-05
3445,1.83597e-05
3446,1.83843e-05
3447,1.84195e-05
3448,1.86143e-05
3449,1.86389e-05
3450,1.86557e-05
3451,1.86361e-05
3452,1.87286e-05
3453,1.87995e-05
3454,1.88943e-05
3455,1.89426e-05
3456,1.8934e-05
3457,1.90259e-05
3458,1.89127e-05
3459,1.89072e-05
3460,1.89707e-05
3461,1.88323e-05
3462,1.86243e-05
3463,1.86886e-05
3464,1.87295e-05
3465,1.86894e-05
3466,1.86461e-05
3467,1.87004e-05
3468,1.85593e-05
3469,1.83656e-05
3470,1.8425e-05
3471,1.83719e-05
3472,1.84642e-05
3473,1.82477e-05
3474,1.83104e-05
3475,1.82764e-05
3476,1.8393e-05
3477,1.84735e-05
3478,1.85621e-05
3479,1.85779e-05
3480,1.86109e-05
3481,1.85781e-05
3482,1.85684e-05
3483,1.84788e-05
3484,1.83936e-05
3485,1.83083e-05
3486,1.84422e-05
3487,1.85323e-05
3488,1.85944e-05
3489,1.85496e-05
3490,1.85433e-05
3491,1.84515e-05
3492,1.84556e-05
3493,1.8411e-05
3494,1.8317e-05
3495,1.82873e-05
3496,1.82495e-05
3497,1.82613e-05
3498,1.81799e-05
3499,1.80999e-05
3500,1.80425e-05
3501,1.79807e-05
3502,1.80048e-05
3503,1.80019e-05
3504,1.80338e-05
3505,1.79484e-05
3506,1.78869e-05
3507,1.77728e-05
3508,1.77301e-05
3509,1.77644e-05
3510,1.79755e-05
3511,1.78441e-05
3512,1.78646e-05
3513,1.76705e-05
3514,1.75671e-05
3515,1.75891e-05
3516,1.76439e-05
3517,1.78262e-05
3518,1.77232e-05
3519,1.77713e-05
3520,1.77909e-05
3521,1.79325e-05
3522,1.78329e-05
3523,1.77468e-05
3524,1.76937e-05
3525,1.77823e-05
3526,1.7797e-05
3527,1.7871e-05
3528,1.78514e-05
3529,1.78848e-05
3530,1.79645e-05
3531,1.78711e-05
3532,1.78795e-05
3533,1.80264e-05
3534,1.80734e-05
3535,1.78133e-05
3536,1.78124e-05
3537,1.78093e-05
3538,1.77691e-05
3539,1.75601e-05
3540,1.74386e-05
3541,1.74869e-05
3542,1.72337e-05
3543,1.7408e-05
3544,1.74892e-05
3545,1.74466e-05
3546,1.74721e-05
3547,1.74681e-05
3548,1.74778e-05
3549,1.75142e-05
3550,1.75291e-05
3551,1.75722e-05
3552,1.75161e-05
3553,1.73844e-05
3554,1.74031e-05
3555,1.7358e-05
3556,1.73225e-05
3557,1.72254e-05
3558,1.73394e-05
3559,1.74236e-05
3560,1.75062e-05
3561,1.75757e-05
3562,1.75617e-05
3563,1.74597e-05
3564,1.74183e-05
3565,1.72949e-05
3566,1.73172e-05
3567,1.72323e-05
3568,1.731e-05
3569,1.73374e-05
3570,1.74085e-05
3571,1.75502e-05
3572,1.75907e-05
3573,1.76495e-05
3574,1.76814e-05
3575,1.76184e-05
3576,1.74824e-05
3577,1.75317e-05
3578,1.75196e-05
3579,1.75697e-05
3580,1.76644e-05
3581,1.76364e-05
3582,1.77896e-05
3583,1.78388e-05
3584,1.80068e-05
3585,1.802e-05
3586,1.80547e-05
3587,1.799e-05
3588,1.79489e-05
3589,1.79301e-05
3590,1.7852e-05
3591,1.78133e-05
3592,1.78388e-05
3593,1.78624e-05
3594,1.78631e-05
3595,1.78496e-05
3596,1.77611e-05
3597,1.77185e-05
3598,1.76292e-05
3599,1.7654e-05
3600,1.77812e-05
3601,1.7862e-05
3602,1.77395e-05
3603,1.77782e-05
3604,1.77412e-05
3605,1.76497e-05
3606,1.75993e-05
3607,1.76588e-05
3608,1.77247e-05
3609,1.78374e-05
3610,1.76904e-05
3611,1.76293e-05
3612,1.75836e-05
3613,1.75043e-05
3614,1.74883e-05
3615,1.7458e-05
3616,1.74258e-05
3617,1.73269e-05
3618,1.74121e-05
3619,1.74648e-05
3620,1.7556e-05
3621,1.74175e-05
3622,1.73802e-05
3623,1.75398e-05
3624,1.75283e-05
3625,1.74009e-05
3626,1.73656e-05
3627,1.7436e-05
3628,1.7439e-05
3629,1.74208e-05
3630,1.74571e-05
3631,1.74715e-05
3632,1.74017e-05
3633,1.73813e-05
3634,1.73361e-05
3635,1.7286e-05
3636,1.73603e-05
3637,1.72425e-05
3638,1.71945e-05
3639,1.72529e-05
3640,1.74242e-05
3641,1.74804e-05
3642,1.74056e-05
3643,1.74048e-05
3644,1.74468e-05
3645,1.74897e-05
3646,1.73886e-05
3647,1.74621e-05
3648,1.73695e-05
3649,1.73974e-05
3650,1.73383e-05
3651,1.7364e-05
3652,1.74704e-05
3653,1.74919e-05
3654,1.73707e-05
3655,1.74325e-05
3656,1.73341e-05
3657,1.72255e-05
3658,1.72047e-05
3659,1.71609e-05
3660,1.71789e-05
3661,1.72033e-05
3662,1.72082e-05
3663,1.72786e-05
3664,1.72621e-05
3665,1.73202e-05
3666,1.72799e-05
3667,1.71838e-05
3668,1.71337e-05
3669,1.70433e-05
3670,1.70003e-05
3671,1.6955e-05
3672,1.68993e-05
3673,1.6825e-05
3674,1.6765e-05
3675,1.68206e-05
3676,1.67803e-05
3677,1.67607e-05
3678,1.6806e-05
3679,1.68751e-05
3680,1.69038e-05
3681,1.692e-05
3682,1.68673e-05
3683,1.67546e-05
3684,1.68372e-05
3685,1.68249e-05
3686,1.67496e-05
3687,1.66976e-05
3688,1.67756e-05
3689,1.68561e-05
3690,1.69055e-05
3691,1.68752e-05
3692,1.68833e-05
3693,1.68989e-05
3694,1.69414e-05
3695,1.68448e-05
3696,1.69088e-05
3697,1.69541e-05
3698,1.68844e-05
3699,1.68133e-05
3700,1.68474e-05
3701,1.69011e-05
3702,1.68507e-05
3703,1.68139e-05
3704,1.67619e-05
3705,1.6715e-05
3706,1.66546e-05
3707,1.65351e-05
3708,1.64358e-05
3709,1.64577e-05
3710,1.64081e-05
3711,1.64886e-05
3712,1.64988e-05
3713,1.6368e-05
3714,1.62851e-05
3715,1.63091e-05
3716,1.63229e-05
3717,1.64003e-05
3718,1.6407e-05
3719,1.66291e-05
3720,1.66189e-05
3721,1.65633e-05
3722,1.66157e-05
3723,1.65544e-05
3724,1.65564e-05
3725,1.65255e-05
3726,1.65491e-05
3727,1.66157e-05
3728,1.67388e-05
3729,1.6724e-05
3730,1.67753e-05
3731,1.66323e-05
3732,1.65512e-05
3733,1.65305e-05
3734,1.65437e-05
3735,1.64153e-05
3736,1.63572e-05
3737,1.62432e-05
3738,1.61813e-05
3739,1.62451e-05
3740,1.61687e-05
3741,1.61993e-05
3742,1.62373e-05
3743,1.61906e-05
3744,1.60348e-05
3745,1.59344e-05
3746,1.60268e-05
3747,1.59514e-05
3748,1.6085e-05
3749,1.61402e-05
3750,1.6033e-05
3751,1.60792e-05
3752,1.59788e-05
3753,1.59353e-05
3754,1.60558e-05
3755,1.61491e-05
3756,1.60514e-05
3757,1.59523e-05
3758,1.58837e-05
3759,1.59566e-05
3760,1.59932e-05
3761,1.61185e-05
3762,1.60827e-05
3763,1.60703e-05
3764,1.61194e-05
3765,1.60873e-05
3766,1.60438e-05
3767,1.60344e-05
3768,1.60568e-05
3769,1.60156e-05
3770,1.59857e-05
3771,1.59037e-05
3772,1.59708e-05
3773,1.58988e-05
3774,1.59676e-05
3775,1.5897e-05
3776,1.58633e-05
3777,1.59182e-05
3778,1.60289e-05
3779,1.59928e-05
3780,1.61348e-05
3781,1.61685e-05
3782,1.61317e-05
3783,1.59644e-05
3784,1.59188e-05
3785,1.60111e-05
3786,1.60305e-05
3787,1.60924e-05
3788,1.61311e-05
3789,1.61201e-05
3790,1.61043e-05
3791,1.61637e-05
3792,1.60523e-05
3793,1.60872e-05
3794,1.61366e-05
3795,1.61243e-05
3796,1.60645e-05
3797,1.61068e-05
3798,1.60673e-05
3799,1.60168e-05
3800,1.60787e-05
3801,1.61099e-05
3802,1.61047e-05
3803,1.60941e-05
3804,1.60174e-05
3805,1.60869e-05
3806,1.59795e-05
3807,1.60866e-05
3808,1.60717e-05
3809,1.60193e-05
3810,1.60293e-05
3811,1.60353e-05
3812,1.59281e-05
3813,1.57367e-05
3814,1.58157e-05
3815,1.58194e-05
3816,1.59022e-05
3817,1.59187e-05
3818,1.59261e-05
3819,1.5825e-05
3820,1.58749e-05
3821,1.58197e-05
3822,1.58491e-05
3823,1.58941e-05
3824,1.58151e-05
3825,1.59272e-05
3826,1.60635e-05
3827,1.61199e-05
3828,1.62246e-05
3829,1.61577e-05
3830,1.61328e-05
3831,1.61564e-05
3832,1.61567e-05
3833,1.62096e-05
3834,1.61855e-05
3835,1.61432e-05
3836,1.61706e-05
3837,1.61248e-05
3838,1.62156e-05
3839,1.61774e-05
3840,1.60902e-05
3841,1.60297e-05
3842,1.59625e-05
3843,1.58442e-05
3844,1.57759e-05
3845,1.57601e-05
3846,1.57142e-05
3847,1.55965e-05
3848,1.56353e-05
3849,1.56481e-05
3850,1.5667e-05
3851,1.55549e-05
3852,1.56625e-05
3853,1.56007e-05
3854,1.57086e-05
3855,1.5794e-05
3856,1.57066e-05
3857,1.5741e-05
3858,1.57548e-05
3859,1.5889e-05
3860,1.58778e-05
3861,1.57942e-05
3862,1.58738e-05
3863,1.5937e-05
3864,1.58518e-05
3865,1.59693e-05
3866,1.59727e-05
3867,1.59678e-05
3868,1.59996e-05
3869,1.6008e-05
3870,1.59469e-05
3871,1.5913e-05
3872,1.59835e-05
3873,1.60728e-05
3874,1.60882e-05
3875,1.6155e-05
3876,1.6281e-05
3877,1.63494e-05
3878,1.63596e-05
3879,1.64302e-05
3880,1.64073e-05
3881,1.65178e-05
3882,1.66108e-05
3883,1.67488e-05
3884,1.68096e-05
3885,1.68078e-05
3886,1.68006e-05
3887,1.68701e-05
3888,1.69247e-05
3889,1.69934e-05
3890,1.70024e-05
3891,1.69481e-05
3892,1.69662e-05
3893,1.70801e-05
3894,1.70741e-05
3895,1.70917e-05
3896,1.70437e-05
3897,1.70352e-05
3898,1.70572e-05
3899,1.70498e-05
3900,1.71253e-05
3901,1.70501e-05
3902,1.71025e-05
3903,1.71167e-05
3904,1.71329e-05
3905,1.72155e-05
3906,1.73103e-05
3907,1.72591e-05
3908,1.74184e-05
